CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
60,L54611,f16fa219-d489-4a93-b261-5dc4dc99e564,Chauncey,GA,Dodge,31011,32.12693,-83.06218,694.0,Rural,America/New_York,Barrister's clerk,0.0,49.0,"9th Grade to 12th Grade, No Diploma",Student,23150.06,Never Married,Female,No,9.28,9.0,1.0,0.0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Electronic Check,7.23,125.83,676.71,5,5,3,4,4,5,5,4
61,L85018,97f617e1-f6f2-49c3-b317-542d7bb05d1c,Porum,OK,Muskogee,74455,35.3619,-95.26371,3093.0,Suburban,America/Chicago,"Engineer, automotive",1.0,26.0,"Some College, 1 or More Years, No Degree",Unemployed,55319.23,Never Married,Female,No,7.27,12.0,1.0,0.0,No,One year,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Mailed Check,2.87,163.85,1086.99,5,5,4,4,3,4,4,4
62,O942919,176d7713-b919-41c3-badf-676dc1abbf07,Delavan,IL,Tazewell,61734,40.37342,-89.52646,2765.0,Urban,America/Chicago,Recruitment consultant,1.0,25.0,Bachelor's Degree,Full Time,81831.49,Widowed,Male,No,39.88,10.0,3.0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Electronic Check,2.34,225.29,704.75,3,4,3,2,3,4,2,4
63,I167253,d73797a9-ae43-4fe0-8f43-c7db6456eee8,Harveys Lake,PA,Luzerne,18618,41.37478,-76.03486,3757.0,Rural,America/New_York,Commercial horticulturist,0.0,42.0,"Some College, 1 or More Years, No Degree",Full Time,100076.65,Separated,Female,Yes,8.6,14.0,3.0,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Mailed Check,7.96,150.26,1416.44,5,5,5,4,3,2,4,4
64,R110564,9b56af1d-ccae-418c-a7e3-f1bc3964d09c,Eagar,AZ,Apache,85925,34.088,-109.3232,4938.0,Rural,America/Phoenix,"Pharmacist, community",4.0,81.0,GED or Alternative Credential,Full Time,69965.65,Widowed,Male,No,5.49,15.0,0.0,0.0,,Month-to-month,No,Yes,None,Yes,No,No,No,Yes,No,No,No,No,Mailed Check,12.25,91.91,1095.95,5,5,5,3,4,3,2,5
65,M278354,7a1d7d58-f80c-47a6-933b-cf5e77d057a7,Aulander,NC,Hertford,27805,36.20782,-77.08433,3761.0,Suburban,America/New_York,Forest/woodland manager,2.0,43.0,Regular High School Diploma,Full Time,34883.69,Divorced,Female,No,14.22,13.0,0.0,0.0,Yes,Month-to-month,No,Yes,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,4.73,128.16,1083.61,4,4,4,3,4,4,3,3
66,W604879,65a865fb-9376-4428-b1ee-0049a7c55176,Mokelumne Hill,CA,Calaveras,95245,38.29793,-120.62131,1851.0,Urban,America/Los_Angeles,"Designer, graphic",2.0,68.0,"9th Grade to 12th Grade, No Diploma",Full Time,34271.03,Never Married,Male,No,9.7,14.0,1.0,0.0,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),7.92,185.19,1570.64,3,4,3,3,4,4,4,3
67,X345797,71895f94-c853-4e94-85ef-3fab52301614,Wheeling,IL,Cook,60090,42.1295,-87.92197,38476.0,Suburban,America/Chicago,"Civil engineer, consulting",3.0,70.0,Regular High School Diploma,Full Time,10964.73,Married,Female,Yes,7.03,11.0,0.0,1.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),4.47,265.98,1007.43,3,3,2,4,4,3,3,3
68,N189653,941c7516-20c5-47d4-a063-5f3dc7bfc47a,Nevada,MO,Vernon,64772,37.82945,-94.33173,13547.0,Urban,America/Chicago,Science writer,1.0,48.0,"9th Grade to 12th Grade, No Diploma",Full Time,37059.85,Widowed,Male,Yes,10.77,19.0,1.0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),10.79,207.57,1323.03,4,4,3,6,2,5,7,4
69,M562102,df3742f5-e551-4ecc-90fe-eea710b6d9fc,Slaton,TX,Lubbock,79364,33.45204,-101.64305,7801.0,Urban,America/Chicago,Health and safety inspector,0.0,48.0,"Some College, Less than 1 Year",Unemployed,52636.6,Separated,Male,No,7.8,17.0,0.0,1.0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,No,,Yes,No,No,Electronic Check,12.24,152.36,1808.73,3,1,2,2,5,2,2,1
70,X67911,14e03b7a-04b1-4dae-8c20-41ad7e3f69b1,Gillette,WY,Campbell,82716,44.48072,-105.68542,17823.0,Suburban,America/Denver,"Administrator, Civil Service",1.0,63.0,"Some College, 1 or More Years, No Degree",Retired,19048.13,Separated,Female,Yes,9.79,18.0,2.0,1.0,,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),2.2,198.65,1120.24,4,4,4,5,4,4,4,3
71,O834546,eeeb8da7-926a-44a7-8d86-68f1eecc7055,Roseburg,OR,Douglas,97470,43.22975,-123.23433,20269.0,Urban,America/Los_Angeles,Technical sales engineer,4.0,60.0,"Some College, 1 or More Years, No Degree",Full Time,42784.82,Married,Female,Yes,5.82,12.0,0.0,0.0,No,One year,Yes,Yes,None,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Electronic Check,23.92,212.35,2676.79,5,5,6,5,3,7,5,5
72,I493092,819fd181-eecf-497c-a453-ada4517d9c06,North Royalton,OH,Cuyahoga,44133,41.31414,-81.74522,30225.0,Rural,America/New_York,Special educational needs teacher,0.0,87.0,Regular High School Diploma,Full Time,77996.88,Divorced,Male,Yes,7.01,17.0,0.0,0.0,Yes,One year,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),3.73,254.16,1268.09,3,3,4,5,4,3,5,4
73,H787644,2456727b-d909-43a0-9f62-d2e57c9ef757,Cadiz,OH,Harrison,43907,40.25609,-81.02123,5760.0,Suburban,America/New_York,Outdoor activities/education manager,3.0,54.0,Associate's Degree,Unemployed,47507.3,Married,Female,No,32.03,9.0,0.0,0.0,,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),20.58,162.61,822.68,2,3,3,3,5,2,2,3
74,N582710,867d0b20-ffdd-478b-b5e8-ad80ca7ff50e,Homestead,MT,Sheridan,59242,48.43505,-104.4389,61.0,Urban,America/Denver,"Civil engineer, consulting",3.0,31.0,Associate's Degree,Full Time,7724.73,Divorced,Male,Yes,7.7,9.0,0.0,1.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,20.13,256.58,1780.36,4,3,2,3,3,3,3,4
75,T689606,fd741cf9-5663-472f-94e8-5977c1499a74,San Diego,CA,San Diego,92131,32.89431,-117.08013,34359.0,Urban,America/Los_Angeles,Maintenance engineer,1.0,70.0,Regular High School Diploma,Full Time,1509.52,Never Married,Male,Yes,12.06,16.0,0.0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),2.38,214.1,1123.77,4,4,4,5,2,3,4,4
76,E330599,99348a66-489f-42a7-894a-178bc1ba030c,Inglewood,CA,Los Angeles,90303,33.9381,-118.3323,24693.0,Rural,America/Los_Angeles,Sports therapist,2.0,67.0,Regular High School Diploma,Retired,81124.71,Married,Female,Yes,13.65,13.0,0.0,0.0,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,5.43,271.37,1648.1,3,3,4,3,5,3,3,4
77,C641592,77618d0f-b884-47ba-ad1b-7029b27512f8,Catlett,VA,Fauquier,20119,38.6184,-77.62493,4235.0,Rural,America/New_York,"Engineer, communications",4.0,46.0,Regular High School Diploma,Part Time,11795.57,Widowed,Female,Yes,9.03,11.0,0.0,0.0,No,Two Year,No,No,None,,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,1.09,201.59,768.09,1,1,2,2,3,1,3,2
78,E24772,6f3cb471-a76a-480a-8042-cb64a5a43175,Rockfield,KY,Warren,42274,36.94686,-86.60235,2193.0,Urban,America/Chicago,Oceanographer,1.0,33.0,Associate's Degree,Full Time,39764.15,Never Married,Male,No,6.8,10.0,2.0,1.0,,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),20.14,149.29,2426.03,2,2,3,4,3,3,4,4
79,A889769,10eabf96-a37f-457f-b30b-b14113ea9ef5,Concord,IL,Morgan,62631,39.82437,-90.36129,273.0,Rural,America/Chicago,Archaeologist,1.0,24.0,Regular High School Diploma,Full Time,19038.78,Never Married,Female,Yes,13.69,18.0,1.0,0.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,24.65,240.76,4623.0,4,4,5,1,4,4,3,3
80,G391761,31eeb895-3c43-4aa5-91de-59b6782b4467,Little Falls,MN,Morrison,56345,45.98881,-94.37486,14557.0,Rural,America/Chicago,Personal assistant,0.0,20.0,Associate's Degree,Part Time,79167.77,Divorced,Male,No,13.64,17.0,0.0,0.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),9.68,126.24,1129.55,3,4,3,4,5,4,3,3
81,A606860,67203a0f-8d33-4cae-b0af-f090e77b213a,Orlando,FL,Orange,32804,28.57725,-81.39726,17653.0,Urban,America/New_York,Animal nutritionist,1.0,59.0,Master's Degree,Full Time,37428.26,Married,Female,Yes,14.85,13.0,2.0,1.0,,One year,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,9.83,188.67,1771.29,3,4,3,2,5,3,3,4
82,E186097,92807e76-e79e-41a5-9385-51da617ab9ce,Millsboro,PA,Washington,15348,39.9883,-79.99619,285.0,Rural,America/New_York,Hydrologist,2.0,49.0,Master's Degree,Full Time,45148.38,Divorced,Male,No,17.35,6.0,1.0,0.0,,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,No,Credit Card (automatic),7.83,171.68,943.34,3,3,3,4,4,3,4,4
83,I627613,cdb3af59-9a91-4205-b4d9-5eb4d611a3cc,Sagola,MI,Dickinson,49881,46.07835,-88.03348,320.0,Urban,America/Menominee,Arts development officer,5.0,70.0,Nursery School to 8th Grade,Student,74855.47,Separated,Female,No,7.12,13.0,3.0,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,No,Mailed Check,19.45,191.06,1907.23,4,4,4,3,1,5,4,4
84,Z188641,5aab7733-9356-4ca2-96ba-aaa6832fa61f,Magnolia,KY,Hart,42757,37.40057,-85.72074,2863.0,Urban,America/Chicago,Herpetologist,4.0,71.0,Regular High School Diploma,Retired,3673.1,Divorced,Male,No,7.95,10.0,1.0,0.0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Credit Card (automatic),14.35,119.69,1885.94,4,4,3,3,4,3,2,5
85,A740543,935bafa1-e020-4ba2-95e6-8855e6083762,Gypsum,KS,Saline,67448,38.65158,-97.41275,1206.0,Suburban,America/Chicago,Medical sales representative,1.0,32.0,Regular High School Diploma,Full Time,71596.14,Divorced,Female,No,9.0,11.0,0.0,0.0,,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),2.26,195.4,631.74,5,3,5,5,3,3,5,2
86,W681476,7d403a84-003b-402a-8432-24380e4da3b0,Alexandria,VA,Fairfax,22306,38.75669,-77.0929,35279.0,Rural,America/New_York,"Scientist, research (physical sciences)",4.0,33.0,Associate's Degree,Full Time,10389.95,Never Married,Male,No,4.27,15.0,1.0,0.0,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),2.36,138.19,1102.33,3,3,4,3,3,4,3,6
87,G842176,7f9581be-4e3f-4f0a-9c55-939e16f033a0,Shade Gap,PA,Huntingdon,17255,40.1613,-77.86247,1049.0,Suburban,America/New_York,Solicitor,3.0,67.0,Nursery School to 8th Grade,Full Time,19657.14,Widowed,Male,No,15.46,12.0,3.0,0.0,,Month-to-month,No,No,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),4.65,115.84,593.86,3,3,2,2,5,4,2,3
88,Z852663,bf3ea9ec-a4a7-4514-8176-2d8d8f113323,Chicago,IL,Cook,60636,41.77576,-87.66912,32203.0,Suburban,America/Chicago,Higher education lecturer,0.0,66.0,Bachelor's Degree,Retired,27827.03,Divorced,Female,Yes,7.7,13.0,1.0,1.0,,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,3.72,208.07,777.31,4,3,3,6,1,4,3,3
89,C73741,1ca2e70f-6207-4514-a8ce-e97244a56251,Waterbury,CT,New Haven,6704,41.5865,-73.03305,25576.0,Rural,America/New_York,"Nurse, adult",3.0,30.0,Regular High School Diploma,Full Time,19880.55,Separated,Female,Yes,8.93,12.0,4.0,0.0,No,Month-to-month,Yes,No,DSL,,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,3.77,187.62,1393.2,4,4,4,3,3,3,3,5
90,W258972,c4c9f72f-9d25-4e86-b0dc-278ad1794358,Litchfield,CA,Lassen,96117,40.54621,-120.23999,319.0,Urban,America/Los_Angeles,Automotive engineer,0.0,61.0,Regular High School Diploma,Full Time,19815.63,Never Married,Female,No,12.74,13.0,0.0,2.0,,One year,Yes,Yes,Fiber Optic,,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),4.15,136.1,393.65,3,2,3,4,3,4,5,4
91,G491883,0319a159-cefc-4d57-804b-c5a16de84ca6,Greensboro,NC,Guilford,27410,36.11785,-79.89432,55519.0,Rural,America/New_York,Chiropodist,0.0,75.0,"Some College, Less than 1 Year",Unemployed,58482.9,Separated,Female,Yes,7.83,13.0,0.0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,2.19,192.01,2420.77,3,3,3,3,3,4,3,3
92,C302549,1ab894a8-1876-4de7-9e93-2cae49e6cbc2,Seekonk,MA,Bristol,2771,41.83778,-71.31735,15210.0,Urban,America/New_York,Therapeutic radiographer,2.0,63.0,Regular High School Diploma,Student,33083.54,Widowed,Female,Yes,13.6,9.0,1.0,0.0,,Month-to-month,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,13.85,221.04,2138.11,3,2,3,2,4,3,2,4
93,K581313,87ec7c0f-2780-4909-9bf3-5369082eab90,Reading,MI,Hillsdale,49274,41.83849,-84.76277,3499.0,Suburban,America/Detroit,"Designer, television/film set",0.0,68.0,"Some College, Less than 1 Year",Student,115510.46,Separated,Female,No,5.66,3.0,1.0,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,3.27,163.04,443.98,2,2,2,4,3,3,4,3
94,T46150,ca0b9ed3-3abc-49d1-84b2-053535772ee0,Shreveport,LA,Caddo,71104,32.48494,-93.73255,14479.0,Suburban,America/Chicago,"Education officer, environmental",2.0,32.0,Associate's Degree,Full Time,32273.33,Never Married,Male,Yes,8.07,7.0,1.0,1.0,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,19.75,161.1,2481.39,2,2,3,3,3,3,3,3
95,B260505,e572a5e1-a17d-4813-b077-af6c45596135,San Antonio,FL,Pasco,33576,28.32589,-82.32911,4654.0,Suburban,America/New_York,Colour technologist,1.0,55.0,Professional School Degree,Part Time,39482.23,Never Married,Male,No,11.48,7.0,1.0,0.0,No,Two Year,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,18.38,186.62,2233.57,3,2,3,4,2,4,5,3
96,W877056,728fccac-151c-4743-8c4a-ebf5af17ec9d,Dallas,TX,Dallas,75212,32.78137,-96.87917,26320.0,Suburban,America/Chicago,Academic librarian,0.0,29.0,Regular High School Diploma,Full Time,24270.88,Divorced,Female,Yes,10.38,13.0,0.0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),4.67,244.47,1034.42,5,5,4,5,1,5,5,4
97,M478246,fb749668-dbf8-448a-bc59-5bdba08f7e0b,Claytonville,IL,Iroquois,60926,40.57234,-87.80962,35.0,Rural,America/Chicago,Mudlogger,0.0,47.0,Regular High School Diploma,Full Time,54466.33,Married,Female,No,8.66,17.0,0.0,1.0,No,Month-to-month,No,No,Fiber Optic,,No,No,No,Yes,No,No,No,No,Electronic Check,6.8,124.8,529.41,4,4,4,3,2,4,3,4
98,N417817,832e769e-3b90-47cc-8f70-12e77fbd52a2,Beaverville,IL,Iroquois,60912,40.97003,-87.59935,521.0,Suburban,America/Chicago,"Designer, textile",10.0,23.0,Professional School Degree,Part Time,64816.84,Divorced,Male,Yes,6.4,14.0,1.0,1.0,,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Mailed Check,10.66,188.61,1956.73,3,2,2,4,3,2,3,2
99,R180138,7def992e-acd6-4b3e-9d01-68812f5fd2ff,Fayetteville,NC,Cumberland,28301,35.07431,-78.88358,17600.0,Rural,America/New_York,Chief Strategy Officer,1.0,80.0,"Some College, 1 or More Years, No Degree",Retired,103311.26,Never Married,Male,No,9.34,15.0,1.0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Mailed Check,20.31,162.44,2056.39,5,4,4,3,4,4,5,5
100,N931384,d280a01b-3e7a-4303-b8b1-62ca5f99597c,Stanley,ND,Mountrail,58784,48.36433,-102.42437,3324.0,Suburban,America/Chicago,"Loss adjuster, chartered",0.0,20.0,Master's Degree,Full Time,65584.46,Never Married,Male,No,12.24,11.0,1.0,1.0,No,One year,No,No,Fiber Optic,,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,7.0,180.24,1067.37,3,4,3,5,2,6,6,6
101,O967373,57582d0e-06d5-453f-934f-cd35554c860c,Birmingham,AL,Shelby,35242,33.42521,-86.67144,55122.0,Urban,America/Chicago,Pharmacologist,3.0,69.0,Nursery School to 8th Grade,Full Time,58077.38,Separated,Male,Yes,10.82,12.0,1.0,1.0,,Month-to-month,No,No,None,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),14.46,222.8,1806.14,3,2,3,5,3,4,4,3
102,G695985,a722aa28-8556-4560-9eca-d33fb02d1c1e,Calhoun,KY,McLean,42327,37.58745,-87.30164,4038.0,Urban,America/Chicago,Hydrographic surveyor,1.0,30.0,Bachelor's Degree,Full Time,43466.35,Never Married,Male,No,14.21,10.0,1.0,0.0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),11.13,182.89,1397.7,3,4,4,4,3,4,2,3
103,P33478,de982f12-12d6-489d-b4ee-e68a97898c45,Ozone Park,NY,Queens,11417,40.67637,-73.84441,31927.0,Urban,America/New_York,"Engineer, manufacturing",0.0,53.0,Bachelor's Degree,Full Time,23289.77,Divorced,Female,Yes,12.58,19.0,1.0,0.0,,Month-to-month,No,Yes,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,2.54,220.34,1033.53,2,4,3,2,3,3,5,3
104,K100436,4f87c1f9-6f12-433a-950e-d543319f5362,Buckhannon,WV,Upshur,26201,39.00049,-80.20387,19904.0,Rural,America/New_York,Research scientist (medical),2.0,25.0,Regular High School Diploma,Full Time,49158.49,Separated,Male,No,11.22,9.0,1.0,0.0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,28.44,170.91,1886.53,4,4,3,4,3,3,3,4
105,L475907,50d17517-42e8-41ee-b3e1-51380935f604,Pleasant Hill,MO,Cass,64080,38.76701,-94.25448,13000.0,Suburban,America/Chicago,Wellsite geologist,3.0,63.0,Bachelor's Degree,Full Time,3805.84,Divorced,Male,Yes,15.66,16.0,0.0,2.0,,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,22.79,205.76,2294.78,3,3,3,3,2,4,4,4
106,A78095,c7588553-d2c4-44aa-bc57-92d9a450da0b,Valparaiso,NE,Saunders,68065,41.07317,-96.83986,1444.0,Urban,America/Chicago,"Embryologist, clinical",3.0,71.0,GED or Alternative Credential,Retired,52616.27,Widowed,Male,Yes,5.54,10.0,2.0,1.0,,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Electronic Check,3.82,203.78,826.34,3,5,3,2,4,2,4,2
107,X742990,b93e919c-6a5c-4cd7-9bfa-32894cdec20d,Buchanan,NY,Westchester,10511,41.26302,-73.94368,2158.0,Urban,America/New_York,Occupational psychologist,3.0,54.0,"Some College, 1 or More Years, No Degree",Full Time,30550.42,Widowed,Female,Yes,8.06,18.0,1.0,0.0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),10.77,245.07,2701.07,3,3,2,4,3,2,4,3
108,P347346,4adf59ca-778b-42d1-b4dd-e323767f014d,West Baden Springs,IN,Orange,47469,38.61776,-86.61282,1800.0,Urban,America/Indiana/Indianapolis,Environmental health practitioner,2.0,56.0,"Some College, 1 or More Years, No Degree",Student,12154.01,Divorced,Prefer not to answer,Yes,13.04,11.0,0.0,2.0,No,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),13.09,170.91,1436.79,4,4,3,3,5,3,2,2
109,O235183,31f4132d-f26a-4fe0-af22-3a01989b7258,Nolan,TX,Nolan,79537,32.29188,-100.21075,30.0,Suburban,America/Chicago,"Sales professional, IT",0.0,42.0,Regular High School Diploma,Full Time,30649.31,Married,Male,Yes,13.73,9.0,2.0,2.0,No,Month-to-month,Yes,No,DSL,No,Yes,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),14.76,173.54,1963.33,4,3,4,3,5,4,2,3
110,R776311,acef0ce4-51a5-4fef-84ea-bb1dfe479bca,Flat Rock,AL,Jackson,35966,34.79657,-85.67879,3682.0,Suburban,America/Chicago,Advertising copywriter,3.0,33.0,Associate's Degree,Part Time,31417.33,Married,Male,Yes,11.36,14.0,0.0,0.0,No,Month-to-month,No,No,Fiber Optic,,Yes,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,9.47,194.31,1324.16,2,2,2,2,4,2,3,2
111,C25146,8d831d69-21b5-4bec-bbfc-44c636c75c3e,Centreville,VA,Fairfax,20120,38.85433,-77.47715,41733.0,Urban,America/New_York,"Radiographer, therapeutic",1.0,47.0,Associate's Degree,Full Time,55861.19,Divorced,Male,No,13.82,16.0,1.0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),5.2,135.58,704.94,4,4,4,4,3,3,4,3
112,E722502,711c124e-f93c-48e0-8055-b690fccf4225,Angora,MN,St. Louis,55703,47.74202,-92.78159,630.0,Urban,America/Chicago,English as a second language teacher,1.0,68.0,Bachelor's Degree,Student,9044.26,Widowed,Female,Yes,12.84,18.0,3.0,1.0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),6.58,194.0,2507.2,3,4,4,4,2,3,4,4
113,D515341,43e421ce-f3c6-46f4-8eaa-1ca2a141269d,Rice Lake,WI,Barron,54868,45.52596,-91.71346,15383.0,Rural,America/Chicago,Occupational therapist,2.0,63.0,Associate's Degree,Full Time,33798.35,Never Married,Female,Yes,8.36,10.0,1.0,0.0,,Month-to-month,Yes,No,Fiber Optic,,No,No,No,No,Yes,No,Yes,No,Mailed Check,3.17,158.04,377.08,4,3,4,2,3,3,3,3
114,U972291,9f6c3100-9e67-4db4-bafd-47c929332d84,Middlefield,MA,Hampshire,1243,42.35146,-73.02322,257.0,Urban,America/New_York,Armed forces logistics/support/administrative officer,1.0,77.0,"Some College, 1 or More Years, No Degree",Full Time,28475.23,Widowed,Male,No,8.33,9.0,0.0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),17.88,113.22,1606.49,3,3,3,3,3,3,3,4
115,N374641,26b6fe37-eb18-4dc1-909a-942ed707ea29,Canaseraga,NY,Allegany,14822,42.43085,-77.84964,1012.0,Urban,America/New_York,Technical author,0.0,67.0,"Some College, Less than 1 Year",Full Time,12527.51,Divorced,Male,Yes,10.55,14.0,2.0,0.0,Yes,Month-to-month,No,No,Fiber Optic,,No,Yes,Yes,No,Yes,Yes,No,Yes,Mailed Check,13.12,175.1,1431.41,5,4,4,3,3,5,3,4
116,R736057,9fd23c24-e908-445d-aeb9-fb012159f6d4,Rocky Mount,VA,Franklin,24151,36.95739,-79.86453,20327.0,Urban,America/New_York,Regulatory affairs officer,0.0,56.0,"Some College, Less than 1 Year",Full Time,35499.06,Divorced,Female,No,7.66,13.0,3.0,0.0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),23.35,162.97,2253.85,6,5,4,4,4,3,5,3
117,K401117,05669b20-e56a-439e-b9e4-ff6a3dd483e1,Hope,KY,Montgomery,40334,38.01464,-83.76565,69.0,Urban,America/New_York,Sales promotion account executive,2.0,24.0,"9th Grade to 12th Grade, No Diploma",Full Time,25804.67,Married,Female,No,9.42,10.0,1.0,0.0,Yes,One year,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,6.31,137.09,1353.29,5,5,4,3,3,3,3,3
118,O17401,2146b03d-4fae-41b9-a872-b928843fa56a,Pleasant Dale,NE,Seward,68423,40.80268,-96.95214,1130.0,Urban,America/Chicago,"Optician, dispensing",2.0,79.0,"9th Grade to 12th Grade, No Diploma",Part Time,51237.28,Divorced,Female,No,11.53,12.0,3.0,0.0,,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,12.58,276.05,1701.46,4,5,4,4,1,4,4,4
119,E779833,f8074e7f-30d3-4ac2-bd9b-99979feb45be,Watkins Glen,NY,Schuyler,14891,42.37724,-76.94575,4210.0,Rural,America/New_York,Theme park manager,2.0,61.0,Regular High School Diploma,Full Time,16070.55,Married,Male,Yes,6.75,16.0,1.0,1.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,7.12,128.4,2972.54,4,3,4,5,3,5,4,4
